書名,作者,分類,狀態,按讚數,出版社,tag(最多五個),,,,,連結,簡介
偽娘直播中,程雪森,BL耽美,完結,31461,獨家原創,偽娘攻,反差萌,我的純情上司怎麼那麼可愛,,,https://mojoin.com/novels/3673,"張文森是個頗有人氣的遊戲實況主──男扮女裝的那種。
憑藉高超打扮技巧和變聲器，他頂著「薇薇兒」這個名字瞞天過海，沒人知道他不是女孩子。
而「薇薇兒」有個叫做Ark的鐵粉，每次直播都各種抖內支持，有天張文森卻意外發現，對方居然是他的上司，段克鈞！

在張文森眼中，段克鈞就是魔鬼上司，百般折磨下屬，
但化身Ark的段克鈞十分溫柔，甚至向「薇薇兒」傾訴心事，於是張文森決定利用這點，展開改造上司大作戰！
沒想到過程中，他逐漸發現了段克鈞溫柔的一面，不知不覺越陷越深，
可是他害怕，段克鈞喜歡的，只會是女孩子模樣的他……

「你敢保證你知道我的真面目以後，會繼續喜歡我嗎？」"
怪物結案報告,依讀,BL耽美,完結,138550,獨家原創,BL,輕懸疑,有貓就是正義,誰才是真正的怪物,,https://mojoin.com/novels/3136,"在這個世界上，存在本身超出人類常理，
需要加以研究和看管的物種，被稱之為「怪物」。

有的怪物寄宿在人類體內，有的怪物能夠化為人形，
而楚肖體內正好就寄宿著不明的怪物。
這個怪物讓他總是飢餓不已，渴求著更多的食物，
或者是──更多他所沒能得到的，愛。

不被母親接納的楚肖，始終感到十分孤獨，
這份孤獨餵養了他體內的怪物，也令他越來越難以擺脫怪物的影響，
就在他瀕臨失控的時候，遇見了陌九生。
陌九生為他帶來了轉機，
而在一步一步接近「怪物」背後真相的同時，
這個男人也逐漸填補了他心中的空缺……

「楚肖，你討厭我嗎？」
「啊、不……也不是討厭……」
「太好了，你沒有立刻拒絕，看來我還有機會，對嗎？」"
赤與白的米諾,七月鼠,BL耽美,完結,0,原創星球,微腐,都市,歷史,戰鬥,架空,https://mojoin.com/novels/3704,這是圍繞在罪孽橫行的「舊城」、青年拉岱爾與少年米諾的故事。關於夢想、現實和繫絆的故事。
心隨秒針下沉,瀨葉,BL耽美,完結,345,原創星球,虐心,戀愛,,,,https://mojoin.com/novels/3687,"藍維杉，設計學院的明日之星，個性好，長相也好。
丁致達，商學院的勤勉學生，愛恨分明，對心愛的人百般呵護。
從小一塊長大、自然而然成為戀人，但原本看似穩固的關係，卻在大學畢業之前，被一場悲劇活生生地撕成兩半。

命運不饒人，分離兩地數年之後，他們二人又被另外一樁事件拉在一起……"
以愛為名,吐維,BL耽美,完結,27985,獨家原創,懸疑推理,法庭攻防,劇情翻轉,,,https://mojoin.com/novels/3680,"專職醫療訴訟的聿律，卻接到了一樁兒童性侵案。
儘管被告葉常的供詞破綻百出，但他直覺認為葉常可能是無辜的，
於是找上同為律師的學弟紀嵐共同展開調查。

紀嵐無視外界眼光，專為性侵犯辯護，且執業三年從未嘗過敗績。
然而隨著案件調查逐漸深入，
不僅所有證據都指向葉常就是犯人，
甚至連紀嵐自己，也被迫揭開幼時難堪的過往。

那是誰都無法碰觸的黑暗祕密，
也是他始終堅持為性侵犯辯護的原因──"
逆時才能揭曉的真相,巾絲草,BL耽美,完結,64,原創星球,微腐,搭檔,奇幻,異世界,,https://mojoin.com/novels/3688,"亞雷克有著兩個身份, 白天是索爾利司學院的吊車尾, 晚上卻是葛洛司街的營銷高手~~所有的平衡,在密祕被揭曉後一一傾斜破壞,直到真相浮現"
Adapt！,倪亞青,BL耽美,完結,243,原創星球,HE,耽美,奇幻,暗戀,架空,https://mojoin.com/novels/3685,"因一時興起而成的故事。
即使只是無心插柳，根苗也已經種下。
請好好呵護這些生命，也許他們將在未來開出美麗的花。"
新科兔兒神奮發記,風韞翔,BL耽美,連載,47,原創星球,耽美,微腐,古風,玄幻,搞笑,https://mojoin.com/novels/3672,"卷一：一朝莫名橫死，竟成了LGBT界的愛神？
卷二：兔子不發威，你當我是My Melody？"
少司命,風韞翔,BL耽美,完結,111,原創星球,HE,耽美,微腐,同居,玄幻,https://mojoin.com/novels/3674,"今日何日兮，得與王子同舟？

——源自《楚辭•九歌》的愛戀詩章。"
貪吃鬼,悍兔,BL耽美,完結,141,作者授權,現代,吃播,先吃後愛(?),,,https://mojoin.com/novels/3653,"鄭智仁的吃相很吸引人，薄薄小巧的唇是粉色的，一張一闔吃著，每一口都會認真咀嚼，只要他認真吃東西，四周的人都會被他吸引。

這天，他在便利商店吃東西，遇到一個男人。
男人對他說：「我喜歡你吃東西的樣子。」
鄭智仁嚇了一跳。「唔……謝謝？」
「我想看看你吃我的東西的樣子。」男人眼睛發亮，滿臉興奮道。
鄭智仁瞪大眼睛，隨即露出怒容，想甩開男人的手，「你有毛病啊！」
「吃一次三萬怎麼樣？」
「什麼？！」鄭智仁感到這實在太荒唐了。"
王牌的他不愛看劇,符晴,BL耽美,完結,2368,原創星球,歡樂,輕鬆,職場,救贖,搞笑,https://mojoin.com/novels/3622,"「這是一段關於四個人的職場生活、兩個人的故事。」

繪師：愛貓"
我在便利商店撿到一隻男神,吐維,BL耽美,完結,18204,獨家原創,微靈異奇幻,都市療癒,溫馨玻璃渣,無法實現的暗戀,,https://mojoin.com/novels/3522,"小說X漫畫X廣播劇
跨域改編，1種故事，3重享受
漫畫這裡看>https://bean.fun/Z7xMF
廣播劇這裡聽>https://bean.fun/6PAmz
---

在便利商店上大夜班時，我在門口撿到了一隻神，是個男的。

他不僅全身光溜溜，還一副很餓的樣子蹲著發抖，就像隻可憐的大型動物（身材很好的那種）。

我只好把男神帶進店裡，用擦咖啡機的毛巾把他擦乾，拿被壓扁的麵包餵食他。
吃飽喝足後，男神說，他可以實現我一個願望。
「那你可以幫我洗咖啡機嗎？」
「嗄？」

更正前言，我撿到了一隻會洗咖啡機的男神，開心。
「所以你真正的願望到底是什麼？有很多錢？還是交女朋友？」
男神一邊洗咖啡機一邊追問，我沉默了下。
「即使是神，也沒辦法讓死去的人活過來，對吧？」
--"
暗戀,蒔九,BL耽美,完結,5508,原創星球,BL,,,,,https://mojoin.com/novels/3603,"
我喜歡你，你呢？
對你的心是一株玫瑰，植株帶刺，烈日下卻能綻放明媚的花，奪人心魄、搖曳生姿。"
辦公室的探戈,悍兔,BL耽美,完結,1284,作者授權,BL,,,,,https://mojoin.com/novels/3583,"一組照片，讓趙嘉澤開始注意起王章煜，這個臉上有些冷漠、身材結實的高大男人，總是不經意的透出溫柔的模樣，讓他醉心。
鬼靈精怪的兒子穿針引線，讓裹足不前的他有了親近男人的機會，他一點一點，將這男人引誘到自己身邊。

探戈最美的地方是濃烈美麗的肢體互動；
愛情最美的地方是進退和諧的情感互補。

王章煜X趙嘉澤
看一個集團董事長如何和兒子聯手將中年猛男小職員拐回家。"
病嬌弟弟好可怕(05)遺忘的記憶與回憶起的感情(END),帝華席亞,BL耽美,完結,130,飛燕文創,BL,,,,,https://mojoin.com/novels/3391,"兄弟吵架，弟弟不肯原諒我怎麼辦？２０點求解！

兄弟之間的衝突越演越烈，和也試著要跟弟弟和好，但無心的一句話卻讓兩人的感情更加惡化，難道真的沒有辦法能夠挽回一切了嗎？

「不行啊，我把在網路上搜尋到的所有答案都試過了，但聖也就是不肯原諒我啊！」
「那試著把問題改成『情侶吵架，對方不肯原諒我怎麼辦？』看看。」
「……」"
病嬌弟弟好可怕(04)初戀的長髮少女與生病的孿生弟弟,帝華席亞,BL耽美,完結,36,飛燕文創,BL,,,,,https://mojoin.com/novels/3390,"和也受邀協助學生會調解「天谷祭」各社團爭搶勝也的糾紛，過程中無意間與凜走得太近，點燃了聖也的熊熊妒火，兄弟之間的曖昧情感也面臨前所未見的困境……

「正因為你是我的哥哥，正因為我們是形影不離的雙胞胎，我才會喜歡上你的，所以，不要把我喜歡你的原因，當作拒絕我的理由，好嗎？」
「既然如此，那爸爸我也要使出大絕招了！其實你們兩個根本就沒有血緣關係，和也是爸爸領養的。不是親兄弟的話，聖也你就沒理由要喜歡那個壞男人了吧？」
「你在對你的小孩胡說八道些什麼啊！都已經是雙胞胎的前提下了，哪可能不是親兄弟？」
「那樣不是更好嗎？如果沒有血緣關係的話，那我和歐尼撒馬豈不就能名正言順地結婚了……（*ˇωˇ*人）」
「……原來你也知道近親是不能結婚的嗎？」"
病嬌弟弟好可怕(03)傳遞戀情的巧克力與掌控生死的子彈,帝華席亞,BL耽美,完結,56,飛燕文創,BL,,,,,https://mojoin.com/novels/3389,"為了心愛的和也，聖也從五歲開始學習料理，想要煮出世界上最營養美味的菜餚給他吃、打理家務，好讓他能專心在自己的事業上
勤奮學習，希望未來能給他們的小孩最好的教育
一切一切只為了那人的付出，堅持了十年之久的新娘修行，想不到，原來他早就心有所屬！這種玩弄他人感情的惡劣背叛，正一步步摧毀兄弟倆的感情，走上毀滅之路……

「如果我是妹妹的話，歐尼撒馬是不是就會喜歡上我了呢……果然還是去一趟泰國吧。」
「不准去！你要到何時才能夠理解我們的血緣關係才是問題的根源啊？」
「沒錯沒錯！況且是男的話，不會懷孕罪惡感也不會這麼重……」
「九条你不要給我在旁邊火上加油！」"
病嬌弟弟好可怕(02)賢慧滿分的手做料理與情趣加分的手銬,帝華席亞,BL耽美,完結,91,飛燕文創,BL,,,,,https://mojoin.com/novels/3388,"每到用餐時間，餐桌就會擺上一桌的美味菜肴等著我享用，午睡醒來，浴缸裡已經放好了熱水等著我去洗，洗好澡一出來，立刻就能吃到熱騰騰的晚餐。
不需要做任何家事，茶來伸手飯來張口，這樣備受尊寵的生活，舒適得讓我產生入住五星級飯店的錯覺，直到隔天早上，我才猛然想起——
家裡的網路被切斷、手機通訊錄的號碼也被刪光、我房間的門鎖甚至還在弟弟身上。昨天的我，被斷絕了一切與外界的連結，簡直和被監禁沒兩樣。
天啊我這個超級大白痴！快點給我從弟弟的廢人養成計劃中清醒過來啊！

「雖然是男的，但和也你真的不考慮把你弟給收服了嗎？」

「到底要我說多少次你們才會明白啊？性別不是應該被妥協的部分！血緣才是不能跨越的界線啊！」"
病嬌弟弟好可怕(01)飽含愛意的圍巾與承滿殺意的美工刀,帝華席亞,BL耽美,完結,810,飛燕文創,BL,,,,,https://mojoin.com/novels/3387,"黑澤和也本來以為雙胞胎弟弟聖也只是喜歡黏著自己而已，
但隨著弟弟表達愛意的方式越來越過激失控，他才察覺到，
那種要把他的一切全部占為己有、讓他的眼中永遠只能注視著自己的強大獨佔欲，其實是……

「是讓人撲通撲通心跳加速的愛情喔！」

「這是哪門子的吊橋效應啊？而且從兄弟關係起點的愛情也很不妙吧！」"
異星天使，用愛馴服(06)自由之翼(END),子陽,BL耽美,完結,28,飛燕文創,BL,,,,,https://mojoin.com/novels/3300,"「我想要自由與真相，我希望正義得以伸張，但我知道它們得來不易──
因為除非我完成復仇，否則，綠星上才不會有什麼自由與真相！」

普希拉回來了，他以復仇天使之姿，帶來恐懼與殺戮。
尼葉里、伊綱和謝林被以違反戰爭法入獄，德拉維茲家的軍團潰敗，
綠星風雲變色，葛利路也在一夕之間失去家人；改變到底是好是壞？

葛利路將父親、妹妹、傭人和母親的兩隻寵物接到自己家裡躲避戰亂，
但當他再度回到自己小時候生長的高塔，家園變得殘破不堪。
他將全家福的照片收進胸前口袋，他終於站出來反抗……"
異星天使，用愛馴服(05)謊言真相,子陽,BL耽美,完結,8,飛燕文創,BL,,,,,https://mojoin.com/novels/3299,"「你是母星上的驕傲，你是走在一切正確道路下的男人，
葛利路．凡．格利斯，你是天生的戰鬥天使，
但你不能被馴服，或被愛。」

葛利路坐在舒適的房間裡，對著鏡頭向綠星上的公民做出聲明，
拉依奴在躲避從天上掉下來的炸彈；
他們曾經是一起飛來飛去的青梅竹馬，如今已經回不去當年的模樣。

高塔上的秩序恢復了，壞地卻變得滿目瘡痍，
沈書枋駭然得知，綠星人居然對自己的星球使用禁忌的武器？

雷蒙救起拉依奴後，透露出自己的過去，
但拉依奴沒有想要成為雷蒙口中的自由與真相，
他才剛知道自己的母親是誰，卻又在同一天失去了親人，
他只想找個地方哭泣……"
異星天使，用愛馴服(04)萬眾一心,子陽,BL耽美,完結,7,飛燕文創,BL,,,,,https://mojoin.com/novels/3284,"葛利路從壞地回來了，他身負重傷，但有人為葛利路張開了翅膀，裸身擁抱他。
那個人不是沈書枋。

沈書枋心裡有酸酸甜甜的感覺，他為葛利路的傷勢痊癒而高興，
但又不敢把自己的感情告訴葛利路，因為他總有一天要回地球；
他沒有翅膀，他不可能生活在綠星的高塔……

「我不會讓你掉下去的。」

葛利路的聲音讓沈書枋全身酥軟，沈書枋總認為枕畔耳語不可信，
只要夜晚過去、太陽升起，這些話語都會失效，
但這一次，他可以相信葛利路嗎？

葛利路的傷勢發作了！他不得不回到壞地，見叛軍首領雷蒙．卡珊拉，
雷蒙提到了拉依奴的名字……是那個在地球上的拉依奴嗎？
綠星上即將有爆炸性的動盪！"
異星天使，用愛馴服(03)母星解密,子陽,BL耽美,完結,9,飛燕文創,BL,,,,,https://mojoin.com/novels/3283,"葛利路在壞地掉進叛軍的陷阱，他在絕望中大喊，他的聲音沒有人聽見，他被壓在地底下，他的家人卻都在雲之上，還有他的寵物沈書枋……

不想要再承受一次椎心刺骨的愛情了，不想要滿腦子想著的都是同一個男人，心情的好壞也隨他起舞，不想要變得只想獨占那個人……沈書枋雙手摀著臉，在深沉的呼吸裡，眼淚掉了下來。

「我們需要有人從異星帶回資源，我們也需要有人打掃家裡，維持乾淨的門面，壞地的『垃圾』……需要有人清除。」
「不要把我的兒子丟在那裡，求求你，謝林！」

強烈碰撞的門板聲，兩個男人善用他們的舌頭和嘴脣。
雲之下隱藏著祕密，雲之上是一片繁榮之景。

綠星的過去，曾經有一段義無反顧的愛情──
「即使我的名字會遭萬人唾棄，我還是想要跟你在一起。」"
異星天使，用愛馴服(02)性感小寵物,子陽,BL耽美,完結,58,飛燕文創,BL,,,,,https://mojoin.com/novels/3264,"從密室甦醒的沈書枋，不斷經歷著輪迴的惡夢，他尖叫、他哭泣，他奔向自由，
想起自己曾經為「一個男人」把心都賠進去。
他，不只是一個男人而已。

「葛利路，你對我做了什麼？」
抓住沈書枋手臂的男人，張開鐵鏽色的翅膀，他的聲音是如此篤定，
他的姿態是如此霸氣，撞擊到了沈書枋心裡。他恣意的親吻……
「你的身體是我的！」

沈書枋被帶到綠星，被當成寵物、實驗品，他已經回不去地球了，
他要怎麼在綠星活下去？
他們用親吻來瞭解，用黏膜接觸來探索思想的最深處──
來自遙遠星系的天使，能不能以愛交流？"
異星天使，用愛馴服(01)從天而降,子陽,BL耽美,完結,293,飛燕文創,BL,,,,,https://mojoin.com/novels/3257,"嘴唇、手指、身體──
用我們熟悉的地方接觸，只因相愛，而渴求更多。

來自異星的小天使拉依奴，在降落地球的時候衣服被燒掉，又被地球人開車撞到～～～～嗚嗚嗚嗚，他怎麼會這麼倒楣啦!?
沈書榕和闕士欽聽不懂外星人的話，但是看到小天使急急急！很急！為了幫助外星人適應地球環境、為了讓美少年展開笑顏，兩個男人只好──獻吻了。
追著拉依奴而來的綠髮男人，殺氣騰騰，他是擁有鏽色翅膀的主塔軍官，人見人怕，他將帶來血腥殺戮和……壁咚！

跨越星際的愛戀，在光年之外尋找你。"
第一次告白短篇小說集,悍兔,BL耽美,完結,232,作者授權,BL,,,,,https://mojoin.com/novels/3256,從現代短篇到架空腦洞，從甜蜜小品到懸疑短作，一共收錄十六篇短篇文章。
異外！不獸控制,M.貓子、依讀,BL耽美,完結,5346,獨家原創,萬聖節,奇幻,吸血鬼,狼人,捐血,https://mojoin.com/novels/3099,"〈男友是儲備糧食〉依讀

〈萬聖節的小小驅魔人〉M.貓子

繪師：雪人

————————————————————————

〈男友是儲備糧食〉依讀

#BL #人類×吸血鬼 #你的血是甜的 #誰是誰的儲備糧食？
身為吸血鬼的維特有個煩惱，就是他常常吃不飽。
沒辦法，吸血鬼在科技發達的現代實在太難生存，很容易攻擊未遂或剛得手就被警察逮捕，這要叫他怎麼活？

為了確保糧食來源，維特決定弄一輛假的捐血車，但可能是外型太過可疑，受騙的人少之又少，有一餐沒一餐的維特簡直餓到要發瘋了！

就在他即將斷糧之際，終於有個人上鉤──然而這個叫萊恩的傢伙，是個警察。
驚慌的維特還以為自己事跡敗露了，想不到萊恩卻輕易相信他，還真的捐了血！更重要的是，萊恩的血……非常美味。

要是以後再也喝不到這麼好喝的血怎麼辦？
想到這裡，萊恩決定把握機會，首先就從要萊恩每週來捐血開始！反正萊恩的身材這麼健壯精實，應該不至於被他「榨乾」的……對吧？


〈萬聖節的小小驅魔人〉M.貓子

#BL #小正太 #吸血鬼×狼人 #不給糖就搗蛋 #甜點店

剛轉學到新城市的小男孩尚銘，在迷路時遇到甜點店「糖妖精」的美人店長迪特里希。
溫柔的迪特里希邀請他擔任店裡的試吃員，也成為了尚銘在這裡的第一位新朋友。

在那之後，尚銘每天都會到店裡品嚐新品，日子香甜而恬靜，直到那個高大冷漠的男人司鍵出現。

迪特里希說司鍵是他的老朋友，會借住在店裡一陣子，但只有尚銘知道司鍵的祕密－－他其實是個凶惡又殘暴的狼人！
為了保護迪特里希，尚銘只能趁萬聖夜時潛入「糖妖精」，拿著銀餐刀和十字架埋伏在櫥櫃裡，想伺機戳破對方的偽裝。

然而就在他打算牙一咬撲上去時，卻看到迪特里希將司鍵壓在櫃台上，俯下身貼近……

咦、咦咦咦──？難不成迪特里希也發現司鍵的真面目了？
但他沒聽說過親親可以驅魔啊……"
狼人先生的私密授課(06)裸湯!森林的學園祭(END),子陽,BL耽美,完結,44,飛燕文創,BL,,,,,https://mojoin.com/novels/2975,"森林小學的學園祭開幕了～～～～（灑花）
有手工餅乾、舞台劇、有小狼人圍著你叫「主人、主人」，以為是酒店其實咖啡廳！

下課後，誠老師和瑛老師一起泡溫泉，樹叢後面傳來吸氣的聲音。
美麗的前吸血鬼王，拖著衣襬緩緩靠近。
誠老師覺得心慌，少年太美了，如果他脫光了衣服和黑毛一起滾到樹上，怎麼辦？

吸血鬼和狼人同時出現在森林小學，宿敵相見，這不開打不科學！誠林的心更慌了……

「你不是吸血鬼的俘虜，我才是你的俘虜。」 少年深情款款地訴說，他的愛、他的吻會印在誰的手上？

──狼人與吸血鬼系列，告白最終章♥"
狼人先生的私密授課(05)第一堂歷史課，兄弟拉腐拉腐,子陽,BL耽美,完結,82,飛燕文創,BL,,,,,https://mojoin.com/novels/2974,"隨著純血族的家主出征，黑毛背起了「韓小玉」的身分，他穿著紫紅色鱗甲，拿起金色長劍，
誠林相信他們不會再見面了，但撫摸著他狼耳的手，卻又那麼熾熱……

要忘掉好難，一旦身體被撩撥似地觸碰，又會想起來。

回到森林小學的誠林與瑛理激動相擁，雖然他被吸血鬼咬了脖子還被傷害，
但他有愛他的弟弟，對他不離不棄，時間會治癒傷痛的──對吧？對吧？
弟弟，你怎麼摸上來了？

──不不不不不不要舔啊！

「你還認為我們的相遇是個錯誤嗎？」"
狼人先生的私密授課(04)深淵的校外教學,子陽,BL耽美,完結,2,飛燕文創,BL,,,,,https://mojoin.com/novels/2947,"「老師對不起，我害你一個晚上都沒睡……」

誠林為美腿和腹肌付出了代價，他一直「啊啊啊～～～」，他的嘴唇任黑毛品嚐，他的身體和心裡都像在坐雲霄飛車，飛得七上八下。
他為黑毛滴下了眼淚流出了鮮血……隔天還睡過頭了！

為了找回黑毛昔日的夥伴，誠林和高年級三人組被傳送到一個虛擬空間，誠林的槍和黑毛的劍都不能用了，怎麼辦？

來自黑暗深淵的觸手，正悄悄伸向黑毛！"
狼人先生的私密授課(03)第一堂劍術課，一樣都是長的跟尖的,子陽,BL耽美,完結,50,飛燕文創,BL,,,,,https://mojoin.com/novels/2946,"浴袍的長度到腳，上面有黃鶯的圖案，少年第一次穿著它去見嚴龍會的少主，在他洗完澡還濕漉漉的模樣。
三個月後，那件浴袍跑到他弟弟身上，在一場爭執中，他變成狼人……

當那亞麻色髮的少年長大後……
他成立森林小學，他早上起床看到黑毛在做運動，汗水沿著腹肌流下來，大腿內側想必也是濕的吧？

「我真希望自己永遠不要放手。」
黑毛的手掌有一點粗糙，摸在誠林的脖子上。
一想到浴室裡會有黑毛的味道，誠林的臉就紅了……"
狼人先生的私密授課(02)老師，請大聲點我的名字！,子陽,BL耽美,完結,163,飛燕文創,BL,,,,,https://mojoin.com/novels/2937,"「老師，請讓我負起責任，把你洗乾淨吧！」
黑毛趴在床上，聽著浴室傳來水聲……為什麼誠林要沖兩次澡呢？他們肯定是做了什麼吧？
他從沒這麼希望恢復記憶啊啊啊啊！

誠林允許黑毛留在森林小學，兩人同住一屋簷下，誠林這才意識到，黑毛不是未成年，他是個男人了！
這個男人有胸肌、有腹肌，把他那把好長的劍耍得很好，擦槍技術也一流，他跟誠林最重要的學生們相處融洽，一起上課、一起蹺課、一起舉辦燒烤派對
當他想起自己的本名，也想起自己曾經被白狼扶養。

「那個人會在晚上來找我爸爸，房裡會出現奇怪的聲音
「你那麼小就被啟蒙了？」"
狼人先生的私密授課(01)老師！請讓我在你身上計算加減乘除,子陽,BL耽美,完結,729,飛燕文創,BL,,,,,https://mojoin.com/novels/2936,"「誠老師，你連我的內褲裡面都檢查過了嗎？沒有外傷？因為我都不記得了……」

一個沒穿褲子的少年，倒在誠林家門口，失憶失得很徹底。
誠林身為森林小學的老師兼校長、校長兼撞鐘，當然是要先把自己的褲子脫下來——呃不，是以一顆助人為樂的心，給少年療傷、給他飯吃、給他褲子穿。

少年有超齡的冷靜和結實的肉體，不知道從哪來的他，隨身攜帶的劍不見了。
——你掉的是金劍？銀劍？還是這把肉做的劍……

誠林每天都在提醒自己，不能超越師生的極限，但少年無意識的挑逗、天真的笑容，還有那謎一般如飛蛾撲火的身世，他把持得住嗎？

一座離群索居的森林小學，一群毛茸茸的可愛生物，等你來探索！"
夜裡的北極星,李勤英,BL耽美,完結,370,原創星球,HE,都市,溫馨,成長,戀愛,https://mojoin.com/novels/2311,"生活被工作填滿，對開啟新戀情感到無力的設計師吳元青，偶然在下雨天找到一間名叫Polaris的咖啡廳，並被咖啡廳裡打工的少年——陳聖硯迷住。
在與陳聖硯相處的過程，漸漸展現彼此內心的傷痛。在對方身上看見的自己，縱然滿身傷痕，卻是完整的。
You are my Polaris.
你是在黑暗中指引我方向的北極星，亦是暮然回首時，永遠的存在。"
親愛的，我把你掰彎了03尾行篇,釉子酒,BL耽美,完結,408,作者授權,重生,甜文,校園,輕鬆,,https://mojoin.com/novels/2704,"苦逼前編輯重生後的生活不輕鬆，心酸誰人知。

男朋友醋勁太重讓人很煩惱，
但是男朋友惹來的桃花太多，讓人更煩惱！

薛景不只要忙著應付大考、小考，
還得阻止美少女對殷離莫的積極進攻。

誰知道防線才剛剛拉起，怪事也同時找上薛景。

睡到一半鬼壓床，耳邊的無人低語，以及揮之不去的窺視感。

是誰，躲在角落裡看著他？"
親愛的，我把你掰彎了02社遊篇,釉子酒,BL耽美,完結,473,作者授權,重生,甜文,校園,輕鬆,,https://mojoin.com/novels/2295,"殷先生吵著要跟去社團旅行怎麼辦？線上急，求解！
一趟陰盛陽衰的社團旅遊引發了殷離莫的危機感，
堅決要以監護人身分陪同親愛的外甥出遊。
追求尚未成功，情敵必須排除！
但是誰也沒想到，薛景的警報器體質竟然在度假山莊發作了！
陰魂不散的漆黑身影、悲戚執著的亡者呼喚， 這一切，竟牽涉到燕曉曉的重生之謎……"
吸血鬼育兒日記(06)一個吸血鬼的誕生(END),子陽,BL耽美,完結,1,飛燕文創,BL,,,,,https://mojoin.com/novels/2452,"「你願意跟我結婚嗎？」
在浪漫的海景懸崖，韓昭明拿出鮮血般的鑽石戒指，單膝跪下。
米御卻抽回了自己的手，吞忍淚光。

「很久很久以前，宮席詩對我下了一個詛咒。直到現在，它仍然有效……」

一個沒有人提起的名字，獨自面對塵封的歷史，那擋在韓昭明與米御中間的「鬼魂」，那橫跨了千年的愛與恨，韓昭明能順利把戒指套進去嗎？
育兒日記最終章，揭開北燕王爵、宮席詩與米御的過去──
雪花，慢慢堆積，在沒有聲音的北境。"
吸血鬼育兒日記(05)監禁重生,子陽,BL耽美,完結,0,飛燕文創,BL,,,,,https://mojoin.com/novels/2451,"「你該學的是怎麼服侍我，怎麼討我歡心。」
韓昭明前往企業實習，羊入虎口地來到米氏的地盤。
他在總裁面前跌倒、在總裁面前跪下，總裁室裡的巨龍吐焰多麼張狂，他跪下又張開了嘴巴。
他知道米御不會傷害他，他是自願被束縛……
但他脖子上卻出現別人的咬痕。
米御沒有發火，他異常冷靜地問韓昭明：「有人逼迫你嗎？」

留下你的手臂，還能用來擁抱，留下你的雙腳卻只會到處亂跑，現在跑出問題了吧？……所以那雙腳就不用留了吧？
只要不讓你知道是我做的，就好……

琅族族長宮禹揚和吸血鬼少爺米樂──聯手育兒？小玉，我們打個商量……可以不要咬咬嗎？"
往後餘生,悍兔,BL耽美,完結,909,作者授權,BL,現代,虐心,一方死亡,小編哭3次,https://mojoin.com/novels/2309,"褚雲走了。
留下同居人鄭安書孤身一人。
他們結婚，但他們不是情人。
他們同居，但他們只是家人。"
成為全台迷因後,牧昭昭,BL耽美,完結,300,原創星球,HE,耽美,清水,戀愛,,https://mojoin.com/novels/350,"*封面為作者自繪

傲嬌中二攻Ｘ傲嬌中二受
一個全世界只有他們不知道這是愛的戀愛喜劇！

高中時的擦肩而過、對上眼時那股奇妙的悸動感。
只需一眼，中二少年們便同時有了預感——這是絕對主角遇見一生死敵的場景！
同樣想成為漫畫家的他們一觸即發，往後的生活就這樣密不可分、互相追逐，還開始共同創作一部漫畫。
據兩人所述，這都是為了更方便「較量」而「逼不得已」的。
而他們意外的一個公主抱成為迷因後，人氣提高、各種合作邀約蜂擁而至。
兩人暫時擬定了休戰契約。

然而，創作瓶頸、酸民嗆聲、粉絲騷擾，各種問題向兩人接踵而來。
江祐成訝異極了，總是在他被黑粉留言帶風向時跳出來回應的鐵粉大將軍，其實是那個討厭鬼的分帳。
馮浩希也嚇了一跳，當自己被粉絲騷擾時，第一個替他反擊的人居然是他那為人高傲的宿敵。

關係漸漸改變的兩人並不知道，
其實早在高中初遇時的那驚鴻一瞥，就已定下情根。
－
快樂輕鬆向（大概吧）
歡迎大家一起來推幼犬cp！"
吸血鬼育兒日記(04)爸爸們的奢華海島行,子陽,BL耽美,完結,21,飛燕文創,BL,,,,,https://mojoin.com/novels/2450,"「我是小玉啊啊啊啊～～～～～～」
你在海上不是山上，不會有回音的啊，孩子！
韓昭明帶著小玉搭上豪華郵輪，接受來自海上吸血鬼的熱情招待。

夜裡，魔爪來襲──
「我把你變成我的形狀了。」被槍口指著腦袋，米御卻能不慌不忙。他被韓昭明抓進房間、壓在門上，他被轉過身來，熱情像要從腳底竄上，融化了腦袋。

西海的幽靈船危機，同時也是解開北燕王爵千年前祕密的關鍵，夾在人類與純血族之間、夾在米御的過去，為了保護小孩並與心愛之人在一起，韓昭明該如何抉擇？"
吸血鬼育兒日記(03)主人與他的「新娘」,子陽,BL耽美,完結,0,飛燕文創,BL,,,,,https://mojoin.com/novels/2449,"天真活潑又可愛的小吸血鬼──韓小玉，失蹤了！
為了救回小玉，在一大票吸血鬼的注視下，韓昭明脫下了琅族的窄袖袍，當然是穿在他自己身上的這件！
琅族族長宮禹揚表示：我終於知道為什麼吸血鬼會為你神魂顛倒了。

一陣砰砰砰砰（？）之後──
把……把拔？小玉終於叫「爸」了！恭喜～～～～

「他跟我情同兄弟……」米御話沒說完，韓昭明就有摀住那張嘴的衝動！
什麼情同兄弟？不要跟我說你們是「你摸摸我的兄兄、我摸摸你的弟弟」的關係！
看他怎麼教訓……他不敢教訓米御，但他會讓米御舒服的❤"
